platform,keyword,title,content,publish_time,like_count,comment_count,repost_count,url,content_clean,sentiment_score,sentiment,keywords
汽车之家,小米SU7事故,新一代SU7强势发布 但一年前的高速爆燃致死事故调查结论仍未出炉 - 汽车之家,新一代SU7强势发布 但一年前的高速爆燃致死事故调查结论仍未出炉 - 汽车之家 新一代SU7强势发布 但一年前的高速爆燃致死事故调查结论仍未出炉 汽车之家,2026-03-19 07:00:00,0,0,0,https://news.google.com/rss/articles/CBMiW0FVX3lxTFBLU1YyTnRFRnRrMlNsU1hoRlF1QVJVV0JTbUIxcWxLZkZrcXdac3hWLXNpRjk0clV1RTFTTEZEVWswVFRneW5lck1UeDJQcXdTcTdEb2loR21JYkk?oc=5,新一代SU7强势发布但一年前的高速爆燃致死事故调查结论仍未出炉汽车之家新一代SU7强势发布但一年前的高速爆燃致死事故调查结论仍未出炉汽车之家,0.0751439264599189,负面,"SU7,爆燃,致死,出炉,新一代"
新浪财经,小米SU7事故,成都交警通报天府大道“小米 SU7 碰撞后爆燃”：酒驾事故，致 1 人死亡 - 新浪财经,成都交警通报天府大道“小米 SU7 碰撞后爆燃”：酒驾事故，致 1 人死亡 - 新浪财经 成都交警通报天府大道“小米 SU7 碰撞后爆燃”：酒驾事故，致 1 人死亡 新浪财经,2025-10-13 07:00:00,0,0,0,https://news.google.com/rss/articles/CBMif0FVX3lxTE9SWlZ1SklqRFpuTF9sUk15TnFEN0lxTy12amlMNjNKd3FBcng4SGtrbm9SRko0QUNNdy04M3VnRURidU1GQldWd3Qyb2JSR3Q4UXRJN280OUpabFRuQnVackx4TnY0bnRNZTdKWV9SOVVxcjRzYVIxNU1WeHJpWms?oc=5,成都交警通报天府大道小米SU7碰撞后爆燃：酒驾事故，致1人死亡新浪财经成都交警通报天府大道小米SU7碰撞后爆燃：酒驾事故，致1人死亡新浪财经,0.9998463246162488,正面,"SU7,爆燃,酒驾,小米,天府"
雷科技,小米SU7事故,10分钟！借朋友的小米SU7秒变事故车，是车太快还是人太飘？ - 雷科技,10分钟！借朋友的小米SU7秒变事故车，是车太快还是人太飘？ - 雷科技 10分钟！借朋友的小米SU7秒变事故车，是车太快还是人太飘？ 雷科技,2025-10-20 07:00:00,0,0,0,https://news.google.com/rss/articles/CBMiTkFVX3lxTE9QWUZkWGRHb25ZeXpVVnhReTk0SV9JYXFFVGdzcW5QRGY1Q25kSmgyWVB5X1lVVzQxNjliMGR4S2NxRzdrdE9qbkZiXzJsQQ?oc=5,10分钟！借朋友的小米SU7秒变事故车，是车太快还是人太飘？雷科技10分钟！借朋友的小米SU7秒变事故车，是车太快还是人太飘？雷科技,0.9999574121574332,正面,"10,SU7,车太快,人太飘,小米"
新浪财经,小米SU7事故,小米回应两起汽车起火事故 - 新浪财经,小米回应两起汽车起火事故 - 新浪财经 小米回应两起汽车起火事故 新浪财经,2026-01-20 08:00:00,0,0,0,https://news.google.com/rss/articles/CBMihAFBVV95cUxQYV82U2M3YUZvWUpNTVBlZUhWLUl4bEFPb3RvR1ZpVjJQNmZPODUyaEM5a1BBa1AyVzNzcmIydHdCbmJKRlRqdE03YUhHRXY3ZVFxbXdtMEtZNlplZW1KUzRwZXpHampkeTI5SVZ6ZTRSUTdTc1U3Z3haLXNPaHNfaEphR3Q?oc=5,小米回应两起汽车起火事故新浪财经小米回应两起汽车起火事故新浪财经,0.9973355557734168,正面,"两起,小米,起火,新浪,回应"
汽车之家,小米SU7事故,雷军说的没错，真的有黑公关？小米汽车沉冤得雪 - 汽车之家,雷军说的没错，真的有黑公关？小米汽车沉冤得雪 - 汽车之家 雷军说的没错，真的有黑公关？小米汽车沉冤得雪 汽车之家,2025-10-26 07:00:00,0,0,0,https://news.google.com/rss/articles/CBMiW0FVX3lxTE5QSU1abG1CTTZsTklOQWYyNGljQUdhT0l2YVpvU29GX19vNnMtalNqZlUtdng1bm5kMDVzTEVxUGVxbXpZM1h2ZXVqU1Bxc1ZIajBsZ2xFc2R5N00?oc=5,雷军说的没错，真的有黑公关？小米汽车沉冤得雪汽车之家雷军说的没错，真的有黑公关？小米汽车沉冤得雪汽车之家,0.000173172851085,负面,"雷军,得雪,沉冤,汽车,公关"
手机新浪网,小米SU7事故,第一财经报道小米SU7事故_新浪新闻 - 手机新浪网,第一财经报道小米SU7事故_新浪新闻 - 手机新浪网 第一财经报道小米SU7事故_新浪新闻 手机新浪网,2025-12-31 08:00:00,0,0,0,https://news.google.com/rss/articles/CBMiY0FVX3lxTFBFY3NiRkp0QlRiNmctOERnTWI4dkZyVHRxT3dsc3hFQ29pWFVNM0UyLWNWYUdjZFNaYXNPTFd3LVlpSVYxQ2JLa1VzUjVmQVBTWDBMS2pQaDhFeVlmQk5qNVRwaw?oc=5,第一财经报道小米SU7事故新浪新闻手机新浪网第一财经报道小米SU7事故新浪新闻手机新浪网,0.9999957508817264,正面,"财经报道,SU7,新浪网,小米,新浪"
手机新浪网,小米SU7事故,小米SU7高速事故_新浪新闻 - 手机新浪网,小米SU7高速事故_新浪新闻 - 手机新浪网 小米SU7高速事故_新浪新闻 手机新浪网,2026-05-01 07:00:00,0,0,0,https://news.google.com/rss/articles/CBMiY0FVX3lxTE1KNXhPaWR0TEhLTkt4Mm5oZnVnZDFZYWpZbW9yVDV3SFlKUGVvRW05SHVnNTZqeHdOMmtwRXpSQWdSa09ybkJIc2hxbXRaVTdPTzN4SXN6NEllMmV0azRHQTlsYw?oc=5,小米SU7高速事故新浪新闻手机新浪网小米SU7高速事故新浪新闻手机新浪网,0.9999101127060708,正面,"SU7,新浪网,小米,新浪,事故"
新浪财经,小米SU7事故,批评雷军前 先来看看新能源车“门把手”的问题有解吗 - 新浪财经,批评雷军前 先来看看新能源车“门把手”的问题有解吗 - 新浪财经 批评雷军前 先来看看新能源车“门把手”的问题有解吗 新浪财经,2025-10-14 07:00:00,0,0,0,https://news.google.com/rss/articles/CBMilAFBVV95cUxPMXE5bkFOTFYtLXVRVVFnbnJ0UldFZHh3eUt2Ym5lSTVBNkNJTW80Vmt6NWt6WEx6SExJckhab2E3VThVRnBxcmN0OGx0U2trODJSeDdRMERRWTZDVVUtYnFJeG9zelZQUUU5T3oxYlhaaklYYWZJWHBUSUdWNXFfMUVQaWZFbFFJaFhJd0FsOUpQZ1lj?oc=5,批评雷军前先来看看新能源车门把手的问题有解吗新浪财经批评雷军前先来看看新能源车门把手的问题有解吗新浪财经,0.4591917510071385,中性,"雷军前,有解,先来,车门,把手"
新浪财经,小米SU7事故,成都通报小米SU7车祸：酒驾发生碰撞燃烧，驾驶员死亡 - 新浪财经,成都通报小米SU7车祸：酒驾发生碰撞燃烧，驾驶员死亡 - 新浪财经 成都通报小米SU7车祸：酒驾发生碰撞燃烧，驾驶员死亡 新浪财经,2025-10-13 07:00:00,0,0,0,https://news.google.com/rss/articles/CBMif0FVX3lxTFB3Qm9WZjFLWXlucHJOZVpFS2o5XzNTcHVYU3lQS1JYUGpCZ2VNNXRnS0E0R1F2Z0poQURqa3ZxTGJZY0w3TDVxVlZ4MzRNNFRJSkxZNjRBbDZ0X3djMXg1MHRGbjFTdjdvRTJOcDlIMVlhYXpDckJwLXRQY3YwYjA?oc=5,成都通报小米SU7车祸：酒驾发生碰撞燃烧，驾驶员死亡新浪财经成都通报小米SU7车祸：酒驾发生碰撞燃烧，驾驶员死亡新浪财经,0.999867776529184,正面,"SU7,酒驾,车祸,小米,驾驶员"
手机新浪网,小米SU7事故,首次关注堂主撩車及小米SU7事故_新浪新闻 - 手机新浪网,首次关注堂主撩車及小米SU7事故_新浪新闻 - 手机新浪网 首次关注堂主撩車及小米SU7事故_新浪新闻 手机新浪网,2026-04-12 07:00:00,0,0,0,https://news.google.com/rss/articles/CBMiY0FVX3lxTFBaX0s3b1dUdERBMjhhaEQ4bXc0ZDM3dVZjT0RxWm1oM21ZaDkzMFBrTzNhUGpJekN2c1NINTFwcnRUeTV5TF9PWVduQk1lQTlXV1UzMmFIVXE5SDJxdkRuSnRfNA?oc=5,首次关注堂主撩車及小米SU7事故新浪新闻手机新浪网首次关注堂主撩車及小米SU7事故新浪新闻手机新浪网,0.9999999221846612,正面,"撩車,SU7,堂主,新浪网,小米"
汽车之家,小米SU7事故,小米汽车回应辽宁营口SU7起火事故：车内遗留火源引燃可燃物所致 - 汽车之家,小米汽车回应辽宁营口SU7起火事故：车内遗留火源引燃可燃物所致 - 汽车之家 小米汽车回应辽宁营口SU7起火事故：车内遗留火源引燃可燃物所致 汽车之家,2026-02-04 08:00:00,0,0,0,https://news.google.com/rss/articles/CBMiW0FVX3lxTE82SzhwZm1qaGNJWUpFZ3RYbkV6SGhybUFBOHdEQUoybFduR0lHbGtENTczSnJTck5jemN6WFB4N0NXclN6ZGhoVzQ3SzJMcXFXbXdnWmp6SlVwb00?oc=5,小米汽车回应辽宁营口SU7起火事故：车内遗留火源引燃可燃物所致汽车之家小米汽车回应辽宁营口SU7起火事故：车内遗留火源引燃可燃物所致汽车之家,0.3761279128885065,负面,"可燃物,SU7,火源,汽车,引燃"
手机新浪网,小米SU7事故,小米SU7成都碰撞调查公布_新浪新闻 - 手机新浪网,小米SU7成都碰撞调查公布_新浪新闻 - 手机新浪网 小米SU7成都碰撞调查公布_新浪新闻 手机新浪网,2026-02-26 08:00:00,0,0,0,https://news.google.com/rss/articles/CBMiY0FVX3lxTE9VUDN0c3B0YXRHMkxuREJiUm9tQlgtbXhyY2JlM3ZQWVQxak8wX251VWdxM1lzQy1XY3JMYWRYUi1OaG0wcnNFRktJbjNVNFVFUjVTU1ZzSWYtLUFiLXJQX0NaVQ?oc=5,小米SU7成都碰撞调查公布新浪新闻手机新浪网小米SU7成都碰撞调查公布新浪新闻手机新浪网,0.985626658164955,正面,"SU7,新浪网,小米,碰撞,新浪"
8world,小米SU7事故,成都小米电动车撞车起火 车门打不开司机身亡 - 8world,成都小米电动车撞车起火 车门打不开司机身亡 - 8world 成都小米电动车撞车起火 车门打不开司机身亡 8world,2025-10-17 07:00:00,0,0,0,https://news.google.com/rss/articles/CBMijwFBVV95cUxNNUFPc1BsUXItdExiVzFodHN1UVNSTmN5cm93WF80Tl9ZYTZ6U3JVMjZ6X0tkREd3dlhDd2Q5eW91dXRKb19uZlFEVWhtUzVMdGFXOE9raF9hUk9FVFZZdGpVVEtmeml0NG9IanFHZ2pBcHdJN1IxV2ZYZ3l4T1ZGcGpSa2pjY1VKVUMyNHcxUQ?oc=5,成都小米电动车撞车起火车门打不开司机身亡8world成都小米电动车撞车起火车门打不开司机身亡8world,0.0147185326971854,负面,"8world,打不开,撞车,小米,起火"
手机新浪网,小米SU7事故,外媒报道小米SU7事故争议_新浪新闻 - 手机新浪网,外媒报道小米SU7事故争议_新浪新闻 - 手机新浪网 外媒报道小米SU7事故争议_新浪新闻 手机新浪网,2026-02-27 08:00:00,0,0,0,https://news.google.com/rss/articles/CBMiY0FVX3lxTE9qbjBSREtLRWJPUW5uMHpPR19XS3pBVG81cnpmTHJ4N1pwOWxhcmYtYjJydFVXWTZtS19WVGhSWl9sT3RZTkltR1gxU0tDcDdmSExLYkZ2TUJ1S19vdW1nZG9ETQ?oc=5,外媒报道小米SU7事故争议新浪新闻手机新浪网外媒报道小米SU7事故争议新浪新闻手机新浪网,0.9999963049238568,正面,"外媒,SU7,新浪网,小米,新浪"
东方财富,小米SU7事故,成都交警通报一小米SU7失控起火：驾驶员身亡 系酒驾 - 东方财富,成都交警通报一小米SU7失控起火：驾驶员身亡 系酒驾 - 东方财富 成都交警通报一小米SU7失控起火：驾驶员身亡 系酒驾 东方财富,2025-10-13 07:00:00,0,0,0,https://news.google.com/rss/articles/CBMiZkFVX3lxTE9ERlk1OEJQTjBrblI4YXJUZkF1V05EUDZabVFTRWhKSlBsVk9YUDMxZFE2b05fX3V1SkVDTnMtYkJpQ0RzcEdiQ3NkS1BUTTE0eVZnb01MdjNlYkFEOXFVOGhhMVlqQQ?oc=5,成都交警通报一小米SU7失控起火：驾驶员身亡系酒驾东方财富成都交警通报一小米SU7失控起火：驾驶员身亡系酒驾东方财富,0.1533926821747326,负面,"SU7,系酒,小米,失控,起火"
新浪财经,小米SU7事故,"小米SU7坠海,一人身亡 - 新浪财经","小米SU7坠海,一人身亡 - 新浪财经 小米SU7坠海,一人身亡 新浪财经",2026-05-10 07:00:00,0,0,0,https://news.google.com/rss/articles/CBMifkFVX3lxTFBEZlQzdEFHWlBXSGp5dzh5RzhxSGJsV3UwbmUtTGJhZEI0WE1kMzBPS3hMVUthWHJHRGdrdWgyaHV5eFZTXzA3aUNTWGtITEN0WDVJUlotNFhHMmFwUEtoMUpuOUFJLU4xVGtkUzIzYV9JVWkxaks2X2JLdW5kdw?oc=5,"小米SU7坠海,一人身亡新浪财经小米SU7坠海,一人身亡新浪财经",0.9999152893190064,正面,"SU7,坠海,小米,身亡,新浪"
财新,小米SU7事故,小米汽车碰撞后燃烧致一人死亡 单日市值跌去近770 亿港元 - 财新,小米汽车碰撞后燃烧致一人死亡 单日市值跌去近770 亿港元 - 财新 小米汽车碰撞后燃烧致一人死亡 单日市值跌去近770 亿港元 财新,2025-10-13 07:00:00,0,0,0,https://news.google.com/rss/articles/CBMiZEFVX3lxTE9FYUJrMV9LLXhqUjRPVHRGNlpET2lrU2tMTWxyRFM5NzhWbDBsUzA2NHdkaEx3TS1Db09iSjk5TEk3amp5U2pBZVNDck9aNW83UC1BbnRCNWpQMzNUdzBtLWp3SXE?oc=5,小米汽车碰撞后燃烧致一人死亡单日市值跌去近770亿港元财新小米汽车碰撞后燃烧致一人死亡单日市值跌去近770亿港元财新,0.9999062447230068,正面,"致一人,跌去,770,财新,小米"
雪球,小米SU7事故,#小米集团# 这样的事故就不会有流量， 小米 Su7 Ultra翻滚掉下悬崖，人没事甚至没去医院，没起火，气囊全爆，门可... - 雪球,#小米集团# 这样的事故就不会有流量， 小米 Su7 Ultra翻滚掉下悬崖，人没事甚至没去医院，没起火，气囊全爆，门可... - 雪球 #小米集团# 这样的事故就不会有流量， 小米 Su7 Ultra翻滚掉下悬崖，人没事甚至没去医院，没起火，气囊全爆，门可... 雪球,2025-10-17 07:00:00,0,0,0,https://news.google.com/rss/articles/CBMiUEFVX3lxTE9xYUMxOTNiUE50MnRPckRwRV9VblhlNG5QZk1iaTFvZGpoQlFWanRYb1RfZGJOWllZalg5R0FpWnlITHZ2XzUwX1NwblM3TS1W?oc=5,这样的事故就不会有流量，小米Su7Ultra翻滚掉下悬崖，人没事甚至没去医院，没起火，气囊全爆，门可...雪球这样的事故就不会有流量，小米Su7Ultra翻滚掉下悬崖，人没事甚至没去医院，没起火，气囊全爆，门可...雪球,0.0044941133276795,负面,"Su7Ultra,全爆,...,雪球,气囊"
雷科技,小米SU7事故,小米SU7碰撞事故后，门把手安全再引热议：能救命才重要！ - 雷科技,小米SU7碰撞事故后，门把手安全再引热议：能救命才重要！ - 雷科技 小米SU7碰撞事故后，门把手安全再引热议：能救命才重要！ 雷科技,2025-10-13 07:00:00,0,0,0,https://news.google.com/rss/articles/CBMiTkFVX3lxTE5NanZzbE1HcTNHd19pc3k3ZWp3MWZZMUZ1cm41S3d1ajEtbmZwNkJzdS0yRWw3eEI2VjliV1pCRHFoaHVPSmN5NEJneGh6Zw?oc=5,小米SU7碰撞事故后，门把手安全再引热议：能救命才重要！雷科技小米SU7碰撞事故后，门把手安全再引热议：能救命才重要！雷科技,0.9999913355978496,正面,"门把手,SU7,引热议,小米,救命"
维科号,小米SU7事故,小米蔚来接连发生爆燃事故，再不重注安全就晚了 - 维科号,小米蔚来接连发生爆燃事故，再不重注安全就晚了 - 维科号 小米蔚来接连发生爆燃事故，再不重注安全就晚了 维科号,2025-10-15 07:00:00,0,0,0,https://news.google.com/rss/articles/CBMiUEFVX3lxTFBSNDA5VjVxcHhOWXhwdVE3NlVmWmFIbDJmS0psN3Q2cUFsYUdaaDBiTTZtNnVBd1lja3REN1B2OGlQWFFwNE9BeUFFSmoxV2st?oc=5,小米蔚来接连发生爆燃事故，再不重注安全就晚了维科号小米蔚来接连发生爆燃事故，再不重注安全就晚了维科号,0.0019739957700416,负面,"蔚来,爆燃,重注,维科,小米"
汽车之家,小米SU7事故,山西一小米SU7冲进寿衣店，雷军曾透露新一代将在4月上市 - 汽车之家,山西一小米SU7冲进寿衣店，雷军曾透露新一代将在4月上市 - 汽车之家 山西一小米SU7冲进寿衣店，雷军曾透露新一代将在4月上市 汽车之家,2026-02-06 08:00:00,0,0,0,https://news.google.com/rss/articles/CBMiXkFVX3lxTE85SzNJSkZCMjlKdzRDcjZ4amxCbDZVajJBZVdGTUxNMi03YWMxUHZmNGlSTzE1N2lybUpodGdZbzZvNEdyUGlER0tOSTluNThHbmVDVHlqMzlYSHZVTkE?oc=5,山西一小米SU7冲进寿衣店，雷军曾透露新一代将在4月上市汽车之家山西一小米SU7冲进寿衣店，雷军曾透露新一代将在4月上市汽车之家,0.9939096516305344,正面,"雷军,SU7,寿衣,小米,冲进"
电子工程专辑,小米SU7事故,小米SU7被“逼”上绿化带！ - 电子工程专辑,小米SU7被“逼”上绿化带！ - 电子工程专辑 小米SU7被“逼”上绿化带！ 电子工程专辑,2025-12-26 08:00:00,0,0,0,https://news.google.com/rss/articles/CBMiU0FVX3lxTE00RDB1UGV6aW5vUG9VSzZ4aVduWldDUHlqTUpUdUlkdVh5T2toQjlJUTJ2RllOd2MxSXFRaTlyUnBvay00ZTNSZURIU0lIM0xWelJB?oc=5,小米SU7被逼上绿化带！电子工程专辑小米SU7被逼上绿化带！电子工程专辑,0.9961808388503128,正面,"SU7,专辑,绿化带,小米,电子"
电子工程专辑,小米SU7事故,官方回应小米SU7致4死2伤严重事故 - 电子工程专辑,官方回应小米SU7致4死2伤严重事故 - 电子工程专辑 官方回应小米SU7致4死2伤严重事故 电子工程专辑,2025-08-19 07:00:00,0,0,0,https://news.google.com/rss/articles/CBMiU0FVX3lxTE4zRmVVSURfZHBwbkUtczNibmRENU5YMGpsSFUyQlJ3MFloaGdmOHptYkx3S05scHZmMTFIdHBWRVdlTzBPVDI2LXRhZjJjVXJrRlJF?oc=5,官方回应小米SU7致4死2伤严重事故电子工程专辑官方回应小米SU7致4死2伤严重事故电子工程专辑,0.995573016466566,正面,"SU7,严重事故,专辑,小米,回应"
新浪财经,小米SU7事故,成都一小米SU7失控后起火，警方通报：当事人涉嫌酒后驾驶机动车，事故造成驾驶人死亡 - 新浪财经,成都一小米SU7失控后起火，警方通报：当事人涉嫌酒后驾驶机动车，事故造成驾驶人死亡 - 新浪财经 成都一小米SU7失控后起火，警方通报：当事人涉嫌酒后驾驶机动车，事故造成驾驶人死亡 新浪财经,2025-10-13 07:00:00,0,0,0,https://news.google.com/rss/articles/CBMidkFVX3lxTE9NM3kwTTV2QXZHbjB3Zl9vM3hQQUlPelc5U2ZsYjJsUzJIMG9qekFDb1NDWkMxZDRxMkZWRHFTb0xvdW5xVlBMd09YQkVqNzJndGIxMXlSLUhMZnZxVEk4VWJiQlJGbUFrNnJRN3Z1ek5RQ2trZ2c?oc=5,成都一小米SU7失控后起火，警方通报：当事人涉嫌酒后驾驶机动车，事故造成驾驶人死亡新浪财经成都一小米SU7失控后起火，警方通报：当事人涉嫌酒后驾驶机动车，事故造成驾驶人死亡新浪财经,0.0828324364629365,负面,"驾驶,SU7,小米,失控,酒后"
大纪元,小米SU7事故,成都小米SU7碰撞起火燒死車主案 律師曝細節 - 大纪元,成都小米SU7碰撞起火燒死車主案 律師曝細節 - 大纪元 成都小米SU7碰撞起火燒死車主案 律師曝細節 大纪元,2026-02-27 08:00:00,0,0,0,https://news.google.com/rss/articles/CBMiYEFVX3lxTFBER3BuZ01NdWx0UUNqN2hDWG9JVGk2STNkUXI1RnYxaV9WS3F2aGVQTVp0TVJoWUlLa2c0cV9EaHJFR18yRUk1TlVUYlF5TXFaMDFpMnFGY1RPdTRkaHItY9IBZkFVX3lxTFB5SGNxTjY2RUlxem1oVWVXSC1FTlRvcHRtS3FwUXVhRFU2cS1XQXFlUnJ0XzlXd1FnYXpoRjBVaWxNMGpKdXhiYnY5TlN6N1JudDNHUDNEWDY0S3dud09HNVRDSTNaQQ?oc=5,成都小米SU7碰撞起火燒死車主案律師曝細節大纪元成都小米SU7碰撞起火燒死車主案律師曝細節大纪元,0.1015033296458858,负面,"SU7,燒死車,主案,律師,曝細節"
大纪元,小米SU7事故,又一輛小米SU7起火 股價創一年新低 - 大纪元,又一輛小米SU7起火 股價創一年新低 - 大纪元 又一輛小米SU7起火 股價創一年新低 大纪元,2026-02-05 08:00:00,0,0,0,https://news.google.com/rss/articles/CBMiX0FVX3lxTE11S2pCNGI2OGRKWUFRVEc5bHFKbVlIVExxeXBad1B1cERabEhGamRLRkRJSUEzLXpHeFNrMVJSVm05SWdoSlJ1MFFfSHYzUjhVQXdIZ0E1MjBfLUpOaHVB0gFkQVVfeXFMUFY5cGVnYk1wRWozR19IaHpEQ3ptbi1VXzNEbVR4b3ZtdDNUbGJBMlRnaVpIMGdOeExwSko3NlcwanQ2UE10SXJNNm1NbVZwS2kybWFUeU5FU09XdlJqd3AzbWdSZw?oc=5,又一輛小米SU7起火股價創一年新低大纪元又一輛小米SU7起火股價創一年新低大纪元,0.0503674823874247,负面,"一輛,SU7,股價創,纪元,小米"
新浪财经,小米SU7事故,小米SU7成都碰撞车门断电无法打开致车主死亡 - 新浪财经,小米SU7成都碰撞车门断电无法打开致车主死亡 - 新浪财经 小米SU7成都碰撞车门断电无法打开致车主死亡 新浪财经,2026-02-26 08:00:00,0,0,0,https://news.google.com/rss/articles/CBMibkFVX3lxTE5rZHY2NXlES0p1MVF5RlEtR1pjWC1zZXNSMHhDc1dmd2VaZ19hQ29xd2lGT1E4R29hLVk3TzlGelEzOTBUWVBvcnJWeV9NRW5xUWxHWGFaV3VOS29ZNTQ0eHdOc0hVM1BadEVGcHBn?oc=5,小米SU7成都碰撞车门断电无法打开致车主死亡新浪财经小米SU7成都碰撞车门断电无法打开致车主死亡新浪财经,0.99288246637775,正面,"SU7,断电,小米,车门,碰撞"
联合早报,小米SU7事故,小米SU7起火致一死 隐藏式门把手设计引争议 - 联合早报,小米SU7起火致一死 隐藏式门把手设计引争议 - 联合早报 小米SU7起火致一死 隐藏式门把手设计引争议 联合早报,2025-10-14 07:00:00,0,0,0,https://news.google.com/rss/articles/CBMiakFVX3lxTE9VRzVyUk9xZHdKNjZlTWZzS3hWTklkQkdtdEMwZkk2Y2VKbmRodWlnSjJiR3dhTG5HeEJCOGRFWkFmMGFsSjQ0RjBaekg3X2pISDRFUkZ5MzNESGpZd0M4dS1oNzMyNDR5Wnc?oc=5,小米SU7起火致一死隐藏式门把手设计引争议联合早报小米SU7起火致一死隐藏式门把手设计引争议联合早报,0.9996227545727784,正面,"隐藏式,门把手,SU7,致一死,联合早报"
汽车之家,小米SU7事故,车门锁死 救援无门！网友说：买某米命要过硬！ - 汽车之家,车门锁死 救援无门！网友说：买某米命要过硬！ - 汽车之家 车门锁死 救援无门！网友说：买某米命要过硬！ 汽车之家,2025-10-13 07:00:00,0,0,0,https://news.google.com/rss/articles/CBMiW0FVX3lxTE5RWFhmbGVjaDNndkxpV0tuOG43RUFzcnA5SkpFaFhJUXprOTN6MFI3MGdvdS1vTFBuaEFEbWFBR1l1NmJFODFWWTVud0RCM0RwT29pVkZ1eVlDX3M?oc=5,车门锁死救援无门！网友说：买某米命要过硬！汽车之家车门锁死救援无门！网友说：买某米命要过硬！汽车之家,1.08849925761767e-06,负面,"无门,某米命,锁死,过硬,车门"
汽车之家,小米汽车失控,15天突破10万台，新一代su7订单又失控了！ - 汽车之家,15天突破10万台，新一代su7订单又失控了！ - 汽车之家 15天突破10万台，新一代su7订单又失控了！ 汽车之家,2026-06-03 09:20:21,0,0,0,https://news.google.com/rss/articles/CBMiW0FVX3lxTFBSM1hDS1paVU5UTExPRmN2NW5XcDdGVnh3MGdYMnAxTVZtcElkV1RITTVPWk5JUWpZMk4yVHYwSmVjUzRSM3hxclJtSUNUTy1vdVdNbkxWSjZaWlU?oc=5,15天突破10万台，新一代su7订单又失控了！汽车之家15天突破10万台，新一代su7订单又失控了！汽车之家,0.9441769549410008,正面,"15,10,su7,失控,万台"
维科号,小米汽车失控,忠言逆耳！小米深夜回应：绿化带战神是污蔑 “丢轮保车”是策略 - 维科号,忠言逆耳！小米深夜回应：绿化带战神是污蔑 “丢轮保车”是策略 - 维科号 忠言逆耳！小米深夜回应：绿化带战神是污蔑 “丢轮保车”是策略 维科号,2026-01-12 08:00:00,0,0,0,https://news.google.com/rss/articles/CBMiUEFVX3lxTFA0aGRXT3hrMjVLai1Kb0Vvdldsbm5HcWR3bjVDZV80UXZJeF9nU09xWXMxMlQyeHVnaDAtb1kxWGtWWDBsaWlDU2lNMXNGSHRt?oc=5,忠言逆耳！小米深夜回应：绿化带战神是污蔑丢轮保车是策略维科号忠言逆耳！小米深夜回应：绿化带战神是污蔑丢轮保车是策略维科号,0.7384495544523875,正面,"忠言逆耳,丢轮,保车,维科,绿化带"
新唐人電視台,小米汽车失控,小米汽車失控 福建11男孩高速路服務區被撞身亡 - 新唐人電視台,小米汽車失控 福建11男孩高速路服務區被撞身亡 - 新唐人電視台 小米汽車失控 福建11男孩高速路服務區被撞身亡 新唐人電視台,2026-02-25 08:00:00,0,0,0,https://news.google.com/rss/articles/CBMiYEFVX3lxTE1ueWo2RWNQRDFfWDk2S2QxY09iNEVaeHBMTXg4UlZfbWtHQ0w2by1SaU83b3pzU1dNWXdENHJyTmppVEgyd0F0bHloa3FxZ2Rta0h0Sm1ULTN5X05vTUxiQ9IBZkFVX3lxTE5LU0QyZldvZm5vNi16dWNEZTVEUjlGQ0Q4UUNSRzRpZWFkbllTeVVqd2ZWZXF3WnVtMlpfNUxuLWltVWViSTBDT1pGcFV2Y2tQSWdmRTVWdXZqakp5WnFla3kxMjRHdw?oc=5,小米汽車失控福建11男孩高速路服務區被撞身亡新唐人電視台小米汽車失控福建11男孩高速路服務區被撞身亡新唐人電視台,0.9999996410311291,正面,"汽車,11,服務區,電視台,高速路"
17173,小米汽车失控,雷军：小米汽车电池安全测试项目多达 1230 项，采用行业极为严苛测试标准 - 17173,雷军：小米汽车电池安全测试项目多达 1230 项，采用行业极为严苛测试标准 - 17173 雷军：小米汽车电池安全测试项目多达 1230 项，采用行业极为严苛测试标准 17173,2026-05-25 02:00:57,0,0,0,https://news.google.com/rss/articles/CBMiZEFVX3lxTFAzRVB6VElxbHdIelp4NjVFYnU5NVgyNEdtQWR1c1NBdDktU0daZ2FRTnp0b3pfWFRRdXlVYTAwaEZFTUJua19OMnduVzF2NXAxbTdGelVOYlVVSGRkelUxUFA0ZXQ?oc=5,雷军：小米汽车电池安全测试项目多达1230项，采用行业极为严苛测试标准17173雷军：小米汽车电池安全测试项目多达1230项，采用行业极为严苛测试标准17173,0.9279247260047772,正面,"雷军,测试项目,1230,17173,严苛"
